Id_cliente,fecha_efectiva,Id_tx,clase,valor
113,2020-09-26,6110,AVANCE,400000.0
120,2020-12-26,6110,COMPRA,428830.0
120,2020-12-26,6110,AVANCE,400000.0
135,2020-11-02,2523,COMPRA,128919.0
127,2020-11-05,2544,COMPRA,715075.0
118,2021-03-01,3106,COMPRA,73584.04
117,2021-02-12,3449,COMPRA,56520.0
127,2020-12-23,4213,COMPRA,301319.0
110,2021-01-19,4780,AVANCE,600000.0
138,2020-11-08,3279,COMPRA,15100.0
138,2020-11-08,3279,COMPRA,38800.0
126,2021-02-12,3279,COMPRA,15100.0
126,2021-02-12,3279,COMPRA,38800.0
131,2020-11-09,2793,COMPRA,1050870.0
136,2020-11-09,3823,COMPRA,59782.0
113,2020-11-17,7521,COMPRA,190500.0
113,2020-11-17,7521,COMPRA,192600.0
143,2021-01-07,7521,COMPRA,190500.0
143,2021-01-07,7521,COMPRA,192600.0
123,2020-12-05,4541,COMPRA,23900.0
115,2020-11-28,4258,COMPRA,1700000.0
125,2020-09-28,4190,COMPRA,159408.0
136,2020-12-26,2638,COMPRA,50000.0
125,2020-09-10,3266,COMPRA,62900.0
119,2020-09-25,3929,AVANCE,100000.0
125,2020-11-16,9663,COMPRA,39500.0
118,2020-10-13,5282,COMPRA,55000.0
131,2020-11-10,4660,COMPRA,569900.0
131,2020-11-10,4660,COMPRA,80000.0
131,2020-11-10,4660,AVANCE,600000.0
115,2021-01-22,4660,COMPRA,569900.0
115,2021-01-22,4660,COMPRA,80000.0
115,2021-01-22,4660,AVANCE,600000.0
126,2020-12-21,4660,COMPRA,569900.0
126,2020-12-21,4660,COMPRA,80000.0
126,2020-12-21,4660,AVANCE,600000.0
128,2020-11-29,6512,COMPRA,82900.0
132,2020-10-09,5217,COMPRA,28100.0
132,2020-10-09,5217,COMPRA,915745.0
127,2021-01-03,5217,COMPRA,28100.0
127,2021-01-03,5217,COMPRA,915745.0
108,2020-11-16,9424,COMPRA,181930.0
132,2020-09-17,6778,COMPRA,2578843.0
132,2020-09-17,6778,AVANCE,250000.0
130,2020-11-17,6778,COMPRA,2578843.0
130,2020-11-17,6778,AVANCE,250000.0
121,2020-11-09,8046,COMPRA,320116.71
120,2020-12-05,6634,COMPRA,227800.0
133,2020-12-06,6182,COMPRA,47930.0
135,2020-09-26,5000,COMPRA,120083.0
135,2020-09-26,5000,COMPRA,90010.0
135,2020-09-26,5000,COMPRA,5500.0
133,2020-10-11,5000,COMPRA,120083.0
133,2020-10-11,5000,COMPRA,90010.0
133,2020-10-11,5000,COMPRA,5500.0
134,2021-02-23,5000,COMPRA,120083.0
134,2021-02-23,5000,COMPRA,90010.0
134,2021-02-23,5000,COMPRA,5500.0
139,2021-02-07,2478,AVANCE,400000.0
147,2020-11-29,6667,COMPRA,280000.0
112,2020-10-19,3527,AVANCE,800000.0
112,2020-10-19,3527,COMPRA,208390.0
112,2020-10-19,3527,COMPRA,212910.0
121,2020-11-20,3527,AVANCE,800000.0
121,2020-11-20,3527,COMPRA,208390.0
121,2020-11-20,3527,COMPRA,212910.0
109,2021-01-20,3527,AVANCE,800000.0
109,2021-01-20,3527,COMPRA,208390.0
109,2021-01-20,3527,COMPRA,212910.0
119,2020-11-11,3023,COMPRA,484050.0
119,2020-11-11,3023,COMPRA,53900.0
96,2020-12-25,3023,COMPRA,484050.0
96,2020-12-25,3023,COMPRA,53900.0
146,2020-11-04,3066,COMPRA,120009.0
119,2020-09-30,3663,COMPRA,219900.0
123,2020-12-12,5106,COMPRA,50000.0
113,2020-10-21,4044,AVANCE,800000.0
119,2020-11-17,8058,COMPRA,22704.0
131,2020-10-21,9100,COMPRA,60303.0
117,2020-11-24,6404,AVANCE,100000.0
149,2020-12-16,4198,COMPRA,265980.0
119,2020-10-02,7513,SEGURO,67900.0
119,2020-10-02,7513,COMPRA,276640.0
112,2020-11-22,7513,SEGURO,67900.0
112,2020-11-22,7513,COMPRA,276640.0
105,2021-01-26,3326,COMPRA,89951.0
105,2021-01-26,3326,COMPRA,26570.0
122,2020-10-31,3326,COMPRA,89951.0
122,2020-10-31,3326,COMPRA,26570.0
135,2020-12-14,7868,COMPRA,2741841.0
130,2021-03-02,5006,AVANCE,300000.0
130,2020-12-26,9236,COMPRA,1900.0
124,2020-10-14,8654,COMPRA,44704.0
124,2020-10-14,8654,COMPRA,15621.0
135,2021-01-29,8654,COMPRA,44704.0
135,2021-01-29,8654,COMPRA,15621.0
135,2020-12-12,3950,COMPRA,119924.0
119,2021-02-25,6406,COMPRA,183420.0
114,2020-10-21,5179,COMPRA,38820.0
130,2020-10-19,3357,COMPRA,1205502.22
133,2020-09-28,8448,COMPRA,17200.0
123,2020-10-14,9615,COMPRA,14900.0
132,2020-10-30,7235,COMPRA,61500.0
137,2020-12-06,9286,COMPRA,24950.0
137,2020-12-06,9286,COMPRA,80410.0
110,2020-12-02,9286,COMPRA,24950.0
110,2020-12-02,9286,COMPRA,80410.0
120,2020-10-25,5775,COMPRA,110218.0
113,2020-11-09,9498,COMPRA,30000.0
143,2020-09-24,9363,COMPRA,234840.0
143,2020-09-24,9363,COMPRA,165811.0
141,2021-01-28,9363,COMPRA,234840.0
141,2021-01-28,9363,COMPRA,165811.0
152,2021-02-03,5851,COMPRA,446153.0
152,2021-02-03,5851,COMPRA,327964.0
147,2020-11-28,5851,COMPRA,446153.0
147,2020-11-28,5851,COMPRA,327964.0
143,2020-12-10,5077,COMPRA,1067980.0
129,2020-10-28,5855,AVANCE,500000.0
129,2020-10-28,5855,COMPRA,551494.0
129,2020-10-28,5855,COMPRA,111480.0
127,2020-10-24,5855,AVANCE,500000.0
127,2020-10-24,5855,COMPRA,551494.0
127,2020-10-24,5855,COMPRA,111480.0
132,2020-09-03,5855,AVANCE,500000.0
132,2020-09-03,5855,COMPRA,551494.0
132,2020-09-03,5855,COMPRA,111480.0
128,2020-10-28,7482,COMPRA,14120.0
137,2020-10-16,4607,COMPRA,109210.0
126,2020-09-25,9433,COMPRA,212920.0
120,2020-09-03,8403,AVANCE,800000.0
139,2020-10-30,8609,AVANCE,600000.0
123,2021-01-24,8951,COMPRA,33681.0
112,2021-01-22,6312,COMPRA,797900.0
107,2021-01-22,2841,AVANCE,20000.0
116,2020-10-31,9738,COMPRA,82700.0
141,2021-01-18,6953,COMPRA,140480.04
115,2020-10-21,9212,COMPRA,429702.0
145,2020-12-28,9252,AVANCE,15000.0
132,2020-11-14,6071,COMPRA,105380.0
132,2020-11-14,6071,COMPRA,25861.0
139,2021-01-26,6071,COMPRA,105380.0
139,2021-01-26,6071,COMPRA,25861.0
133,2020-11-02,4663,COMPRA,410230.0
133,2020-11-02,4663,COMPRA,143430.0
122,2020-12-30,4663,COMPRA,410230.0
122,2020-12-30,4663,COMPRA,143430.0
137,2020-10-06,3145,COMPRA,53800.0
133,2020-10-06,9360,COMPRA,8888.0
133,2020-10-06,9360,AVANCE,436500.0
136,2020-10-20,9360,COMPRA,8888.0
136,2020-10-20,9360,AVANCE,436500.0
100,2020-11-30,4843,COMPRA,60990.0
100,2020-11-30,4843,COMPRA,10000.0
100,2020-11-30,4843,COMPRA,38300.0
142,2021-03-01,4843,COMPRA,60990.0
142,2021-03-01,4843,COMPRA,10000.0
142,2021-03-01,4843,COMPRA,38300.0
121,2020-11-07,4843,COMPRA,60990.0
121,2020-11-07,4843,COMPRA,10000.0
121,2020-11-07,4843,COMPRA,38300.0
124,2020-10-16,5994,COMPRA,21530.0
124,2020-10-16,5994,COMPRA,19800.0
130,2020-09-13,5994,COMPRA,21530.0
130,2020-09-13,5994,COMPRA,19800.0
123,2020-11-09,8269,COMPRA,23050.0
128,2020-11-30,7243,COMPRA,326000.0
128,2021-01-24,6988,COMPRA,319900.0
128,2021-01-24,6988,COMPRA,1000.0
113,2021-02-05,6988,COMPRA,319900.0
113,2021-02-05,6988,COMPRA,1000.0
133,2020-12-18,6738,COMPRA,43480.0
133,2020-12-18,6738,AVANCE,800000.0
125,2020-12-21,6738,COMPRA,43480.0
125,2020-12-21,6738,AVANCE,800000.0
126,2020-10-27,7481,AVANCE,600000.0
114,2021-01-17,3383,COMPRA,10281.85
129,2020-12-30,8742,COMPRA,33890.0
120,2021-02-07,3179,COMPRA,26600.0
116,2021-02-13,9090,COMPRA,43390.0
123,2020-11-27,5538,AVANCE,800000.0
142,2020-11-28,8013,COMPRA,37600.0
142,2020-11-28,8013,AVANCE,500000.0
142,2020-11-28,8013,COMPRA,58867.0
136,2021-02-18,8013,COMPRA,37600.0
136,2021-02-18,8013,AVANCE,500000.0
136,2021-02-18,8013,COMPRA,58867.0
107,2020-09-29,8013,COMPRA,37600.0
107,2020-09-29,8013,AVANCE,500000.0
107,2020-09-29,8013,COMPRA,58867.0
119,2020-10-28,7228,AVANCE,400000.0
134,2020-11-21,9761,COMPRA,17642.0
117,2020-11-07,3537,COMPRA,39900.0
121,2020-10-15,3156,COMPRA,3000.0
100,2020-12-01,9732,COMPRA,609900.0
125,2020-12-13,8148,COMPRA,80242.0
125,2020-12-13,8148,COMPRA,347880.0
114,2020-11-20,8148,COMPRA,80242.0
114,2020-11-20,8148,COMPRA,347880.0
128,2021-02-28,5175,COMPRA,201641.0
121,2020-11-06,8088,COMPRA,15261.0
119,2020-11-29,3146,AVANCE,400000.0
141,2021-01-26,6690,COMPRA,150000.0
141,2021-01-26,6690,AVANCE,800000.0
116,2020-09-01,6690,COMPRA,150000.0
116,2020-09-01,6690,AVANCE,800000.0
118,2021-02-15,4571,AVANCE,600000.0
136,2021-02-01,4535,COMPRA,130800.0
136,2021-02-01,4535,COMPRA,1792198.0
136,2021-02-01,4535,COMPRA,125330.0
120,2020-10-16,4535,COMPRA,130800.0
120,2020-10-16,4535,COMPRA,1792198.0
120,2020-10-16,4535,COMPRA,125330.0
129,2020-10-10,4535,COMPRA,130800.0
129,2020-10-10,4535,COMPRA,1792198.0
129,2020-10-10,4535,COMPRA,125330.0
123,2020-11-16,2912,AVANCE,200000.0
123,2020-11-16,2912,COMPRA,89988.0
123,2021-01-19,2912,AVANCE,200000.0
123,2021-01-19,2912,COMPRA,89988.0
139,2020-11-15,6972,COMPRA,30000.0
139,2020-11-15,6972,COMPRA,111713.0
126,2020-12-03,4249,COMPRA,1046880.81
132,2020-10-18,7633,COMPRA,33700.0
113,2021-02-14,2506,COMPRA,99970.0
113,2021-02-14,2506,COMPRA,206700.0
128,2021-02-06,2506,COMPRA,99970.0
128,2021-02-06,2506,COMPRA,206700.0
147,2021-01-14,4068,AVANCE,130000.0
147,2021-01-14,4068,COMPRA,3549000.0
137,2021-02-20,4068,AVANCE,130000.0
137,2021-02-20,4068,COMPRA,3549000.0
132,2021-02-07,8818,COMPRA,20295.13
123,2020-12-09,8056,COMPRA,15062.55
123,2020-12-09,8056,AVANCE,800000.0
129,2020-12-13,8056,COMPRA,15062.55
129,2020-12-13,8056,AVANCE,800000.0
128,2020-12-30,7742,COMPRA,111789.0
111,2020-12-09,8838,COMPRA,399331.0
132,2021-02-21,3962,COMPRA,27900.0
132,2021-02-21,3962,COMPRA,185539.0
112,2020-12-05,3962,COMPRA,27900.0
112,2020-12-05,3962,COMPRA,185539.0
120,2020-10-05,8256,COMPRA,44500.0
120,2020-10-05,8256,COMPRA,260335.0
104,2020-11-21,8256,COMPRA,44500.0
104,2020-11-21,8256,COMPRA,260335.0
137,2020-10-25,6482,COMPRA,3425985.0
137,2020-10-25,6482,AVANCE,900000.0
122,2021-01-05,6482,COMPRA,3425985.0
122,2021-01-05,6482,AVANCE,900000.0
130,2020-11-28,3082,COMPRA,114012.0
135,2021-02-25,5446,COMPRA,582453.0
116,2020-09-11,4935,COMPRA,167000.0
127,2020-09-30,3470,COMPRA,37900.0
126,2020-11-22,8954,COMPRA,2800.0
115,2020-12-10,5009,COMPRA,242700.0
140,2021-02-23,6293,COMPRA,157144.0
144,2020-12-24,8278,COMPRA,300000.0
94,2021-02-13,3772,COMPRA,295000.0
94,2021-02-13,3772,COMPRA,184018.0
118,2021-02-25,3772,COMPRA,295000.0
118,2021-02-25,3772,COMPRA,184018.0
134,2021-01-28,4477,COMPRA,98700.0
104,2020-10-01,6560,COMPRA,1187609.0
120,2020-12-23,9081,COMPRA,405700.0
135,2020-12-06,7248,COMPRA,128900.0
132,2020-11-09,9248,COMPRA,2800.0
120,2020-09-03,8635,COMPRA,238800.0
120,2020-09-03,8635,COMPRA,109208.59
136,2020-09-18,8635,COMPRA,238800.0
136,2020-09-18,8635,COMPRA,109208.59
118,2021-01-02,3917,COMPRA,167113.0
118,2021-01-02,3917,COMPRA,69631.0
121,2020-11-29,3917,COMPRA,167113.0
121,2020-11-29,3917,COMPRA,69631.0
134,2020-11-27,5818,COMPRA,56300.0
120,2020-10-13,4484,COMPRA,223000.0
130,2020-11-20,7429,COMPRA,100342.0
111,2020-10-23,4144,COMPRA,4557640.0
126,2020-09-20,9737,COMPRA,597018.55
126,2020-09-20,9737,AVANCE,250000.0
135,2020-10-08,9737,COMPRA,597018.55
135,2020-10-08,9737,AVANCE,250000.0
135,2020-12-12,3755,COMPRA,235547.0
124,2021-01-17,4391,COMPRA,26900.0
113,2021-02-15,8641,AVANCE,120000.0
144,2020-10-16,3015,COMPRA,497300.0
132,2020-09-18,6981,COMPRA,28146.77
144,2021-02-28,6330,COMPRA,424000.0
137,2020-10-18,8875,COMPRA,92000.0
108,2020-09-30,3707,COMPRA,26900.0
127,2020-12-27,6357,COMPRA,713559.02
119,2021-02-23,2825,COMPRA,48000.0
119,2021-02-23,2825,COMPRA,1399000.0
119,2021-02-21,2825,COMPRA,48000.0
119,2021-02-21,2825,COMPRA,1399000.0
151,2020-10-27,8523,COMPRA,118324.0
128,2021-02-13,2972,COMPRA,180000.0
153,2020-12-01,4457,COMPRA,160280.0
153,2020-12-01,4457,COMPRA,389900.0
116,2020-09-18,4457,COMPRA,160280.0
116,2020-09-18,4457,COMPRA,389900.0
127,2020-09-18,3700,COMPRA,63901.0
133,2020-12-30,4921,COMPRA,32180.0
129,2021-02-21,8335,COMPRA,416037.0
129,2021-02-21,8335,COMPRA,161500.0
129,2021-02-21,8335,COMPRA,603320.0
133,2020-10-06,8335,COMPRA,416037.0
133,2020-10-06,8335,COMPRA,161500.0
133,2020-10-06,8335,COMPRA,603320.0
128,2021-02-24,8335,COMPRA,416037.0
128,2021-02-24,8335,COMPRA,161500.0
128,2021-02-24,8335,COMPRA,603320.0
136,2020-10-04,3621,COMPRA,22900.0
122,2021-02-18,6285,COMPRA,22800.0
136,2020-09-23,8033,AVANCE,70000.0
141,2020-12-31,8519,COMPRA,69800.0
127,2020-09-23,2905,COMPRA,609700.0
127,2020-09-23,2905,AVANCE,260000.0
130,2020-12-07,2905,COMPRA,609700.0
130,2020-12-07,2905,AVANCE,260000.0
126,2020-10-19,4851,COMPRA,69900.0
136,2020-10-31,9178,COMPRA,79200.0
122,2020-10-15,7828,AVANCE,600000.0
122,2020-10-15,7828,AVANCE,200000.0
123,2021-02-23,7828,AVANCE,600000.0
123,2021-02-23,7828,AVANCE,200000.0
116,2020-10-07,3333,COMPRA,748800.0
116,2020-10-07,3333,COMPRA,155448.71
113,2020-09-21,3333,COMPRA,748800.0
113,2020-09-21,3333,COMPRA,155448.71
106,2020-12-09,7877,COMPRA,33316.8
114,2021-02-07,4647,COMPRA,39780.0
114,2021-02-07,4647,COMPRA,788405.0
140,2020-09-15,6518,AVANCE,300000.0
140,2020-09-15,6518,COMPRA,10680.0
128,2020-09-05,6518,AVANCE,300000.0
128,2020-09-05,6518,COMPRA,10680.0
125,2020-10-29,5083,COMPRA,46000.0
125,2020-10-29,5083,COMPRA,550000.0
121,2020-10-06,5083,COMPRA,46000.0
121,2020-10-06,5083,COMPRA,550000.0
129,2020-11-18,6699,COMPRA,87039.0
110,2021-01-04,6576,COMPRA,5000.0
110,2021-01-04,6576,COMPRA,51640.0
125,2020-11-09,6576,COMPRA,5000.0
125,2020-11-09,6576,COMPRA,51640.0
126,2020-10-23,3007,COMPRA,79950.0
133,2020-12-03,3770,COMPRA,987700.0
141,2020-11-30,6473,COMPRA,44000.0
141,2020-11-30,6473,COMPRA,49100.0
141,2020-11-30,6473,COMPRA,324315.0
119,2021-01-20,6473,COMPRA,44000.0
119,2021-01-20,6473,COMPRA,49100.0
119,2021-01-20,6473,COMPRA,324315.0
110,2020-10-30,6473,COMPRA,44000.0
110,2020-10-30,6473,COMPRA,49100.0
110,2020-10-30,6473,COMPRA,324315.0
134,2020-12-05,2631,COMPRA,31300.0
143,2020-12-07,5323,COMPRA,366316.96
114,2021-01-06,5652,COMPRA,70000.0
127,2020-09-15,7239,AVANCE,400000.0
120,2020-09-08,8101,COMPRA,16400.0
112,2021-01-23,3241,COMPRA,699900.0
121,2021-01-06,9111,COMPRA,30000.0
116,2020-11-04,3204,COMPRA,160300.0
122,2020-10-25,8521,AVANCE,800000.0
144,2021-01-31,8487,COMPRA,118814.0
144,2021-01-31,8487,COMPRA,32000.0
105,2020-12-18,8487,COMPRA,118814.0
105,2020-12-18,8487,COMPRA,32000.0
130,2021-01-22,7076,COMPRA,67034.0
124,2020-11-21,5483,COMPRA,2348384.0
118,2020-12-02,6141,AVANCE,300000.0
118,2020-12-02,6141,COMPRA,55744.0
117,2021-01-13,6141,AVANCE,300000.0
117,2021-01-13,6141,COMPRA,55744.0
113,2020-10-21,7444,COMPRA,497376.0
129,2021-01-13,5974,COMPRA,79385.0
129,2021-01-13,5974,COMPRA,8669.0
106,2021-03-02,5974,COMPRA,79385.0
106,2021-03-02,5974,COMPRA,8669.0
117,2021-02-15,8678,COMPRA,2800.0
117,2021-02-15,8678,COMPRA,31990.0
154,2020-12-03,8678,COMPRA,2800.0
154,2020-12-03,8678,COMPRA,31990.0
111,2020-09-30,3511,COMPRA,112321.0
151,2021-02-13,9519,AVANCE,100000.0
151,2021-02-13,9519,COMPRA,1272555.0
95,2021-01-15,9519,AVANCE,100000.0
95,2021-01-15,9519,COMPRA,1272555.0
131,2020-09-04,9334,COMPRA,4427877.0
116,2020-11-20,9313,AVANCE,100000.0
116,2020-11-20,9313,COMPRA,141000.0
129,2021-01-31,9313,AVANCE,100000.0
129,2021-01-31,9313,COMPRA,141000.0
115,2020-09-30,6277,COMPRA,50614.17
128,2020-11-21,2514,COMPRA,139934.0
128,2020-12-12,6444,COMPRA,62600.0
133,2020-09-08,4108,COMPRA,105880.0
133,2020-09-08,4108,COMPRA,149000.0
133,2020-09-08,4108,COMPRA,89965.0
112,2020-12-11,4108,COMPRA,105880.0
112,2020-12-11,4108,COMPRA,149000.0
112,2020-12-11,4108,COMPRA,89965.0
115,2020-09-28,4108,COMPRA,105880.0
115,2020-09-28,4108,COMPRA,149000.0
115,2020-09-28,4108,COMPRA,89965.0
131,2020-11-23,9013,COMPRA,679930.0
131,2020-11-23,9013,AVANCE,200000.0
138,2020-12-02,9013,COMPRA,679930.0
138,2020-12-02,9013,AVANCE,200000.0
105,2020-11-26,9256,COMPRA,431226.0
141,2020-11-11,4882,COMPRA,31700.0
119,2020-11-22,4610,AVANCE,800000.0
114,2020-11-20,5018,COMPRA,270279.0
114,2020-11-20,5018,AVANCE,800000.0
115,2020-10-28,5018,COMPRA,270279.0
115,2020-10-28,5018,AVANCE,800000.0
117,2021-01-10,4635,AVANCE,70000.0
120,2020-09-29,8859,COMPRA,281794.0
120,2020-09-29,8859,AVANCE,400000.0
118,2021-02-15,8859,COMPRA,281794.0
118,2021-02-15,8859,AVANCE,400000.0
133,2020-11-06,8185,COMPRA,60000.0
138,2020-12-31,6791,COMPRA,3958300.0
118,2021-01-04,6286,AVANCE,100000.0
121,2020-10-30,7529,COMPRA,799995.0
121,2020-10-30,7529,COMPRA,66810.0
122,2020-10-29,7529,COMPRA,799995.0
122,2020-10-29,7529,COMPRA,66810.0
126,2021-01-29,5245,COMPRA,27850.0
123,2021-02-24,5084,COMPRA,4440.0
126,2020-12-15,3297,AVANCE,700000.0
126,2020-10-06,4883,COMPRA,109160.0
126,2020-10-06,4883,COMPRA,100000.0
121,2020-12-22,4883,COMPRA,109160.0
121,2020-12-22,4883,COMPRA,100000.0
129,2020-11-28,7859,COMPRA,28450.0
111,2020-10-16,3214,AVANCE,300000.0
123,2020-09-11,2871,COMPRA,60800.0
129,2020-09-07,8550,COMPRA,1199900.0
110,2020-11-03,9093,COMPRA,20400.0
128,2020-11-01,7195,COMPRA,426240.0
149,2020-10-20,4752,COMPRA,139900.0
133,2021-01-06,6178,AVANCE,200000.0
138,2021-01-08,4985,COMPRA,227430.0
117,2021-01-30,7704,COMPRA,190500.0
125,2020-11-24,5087,COMPRA,52201.0
125,2020-11-24,5087,COMPRA,29350.0
135,2021-01-13,5087,COMPRA,52201.0
135,2021-01-13,5087,COMPRA,29350.0
138,2020-09-09,6139,COMPRA,41930.0
138,2020-09-09,6139,COMPRA,1187609.0
132,2020-09-28,6139,COMPRA,41930.0
132,2020-09-28,6139,COMPRA,1187609.0
120,2020-12-28,8821,COMPRA,33375.27
120,2020-12-28,8821,COMPRA,41800.0
136,2021-01-10,8821,COMPRA,33375.27
136,2021-01-10,8821,COMPRA,41800.0
125,2020-11-04,8928,COMPRA,320850.0
125,2020-11-04,8928,AVANCE,800000.0
118,2020-12-22,8928,COMPRA,320850.0
118,2020-12-22,8928,AVANCE,800000.0
139,2021-02-16,4200,COMPRA,131800.0
109,2020-09-10,3424,COMPRA,20700.0
119,2020-11-07,3077,COMPRA,20.0
138,2020-11-03,5232,COMPRA,183725.0
138,2020-11-03,5232,COMPRA,101950.0
126,2021-03-03,5232,COMPRA,183725.0
126,2021-03-03,5232,COMPRA,101950.0
128,2021-02-18,6689,COMPRA,121003.0
137,2021-02-22,2833,COMPRA,26900.0
137,2021-02-22,2833,COMPRA,599900.0
132,2020-10-21,2833,COMPRA,26900.0
132,2020-10-21,2833,COMPRA,599900.0
119,2020-10-14,6369,COMPRA,312910.0
119,2020-10-14,6369,COMPRA,396144.0
125,2020-12-11,6369,COMPRA,312910.0
125,2020-12-11,6369,COMPRA,396144.0
134,2020-12-02,8136,COMPRA,18800.0
134,2020-12-02,8136,COMPRA,362606.0
138,2020-11-27,8136,COMPRA,18800.0
138,2020-11-27,8136,COMPRA,362606.0
142,2020-12-13,7129,COMPRA,1709829.0
138,2020-12-12,7820,COMPRA,412910.0
135,2020-09-07,5101,SEGURO,558957.0
135,2020-09-07,5101,AVANCE,800000.0
132,2020-10-23,5101,SEGURO,558957.0
132,2020-10-23,5101,AVANCE,800000.0
129,2021-02-24,4742,COMPRA,71379.0
129,2021-02-24,4742,AVANCE,300000.0
133,2020-11-13,4742,COMPRA,71379.0
133,2020-11-13,4742,AVANCE,300000.0
137,2021-02-01,5190,COMPRA,69000.0
124,2020-10-08,4600,COMPRA,374925.0
131,2021-01-18,7123,AVANCE,500000.0
124,2020-11-09,7806,COMPRA,3000.0
124,2020-11-09,7806,COMPRA,111000.0
119,2020-12-11,7806,COMPRA,3000.0
119,2020-12-11,7806,COMPRA,111000.0
133,2021-01-12,9155,COMPRA,23800.0
130,2020-12-14,3330,COMPRA,51300.0
130,2020-12-14,3330,AVANCE,200000.0
112,2021-02-26,3330,COMPRA,51300.0
112,2021-02-26,3330,AVANCE,200000.0
131,2021-01-31,5644,COMPRA,190000.0
112,2020-12-30,3521,COMPRA,151630.0
135,2020-11-27,5572,AVANCE,800000.0
126,2021-02-10,3544,COMPRA,39900.0
147,2020-11-27,9639,COMPRA,16500.0
130,2020-11-21,8770,COMPRA,30500.0
127,2020-11-04,6932,COMPRA,37427.0
120,2020-09-30,8535,AVANCE,800000.0
137,2020-12-13,8072,COMPRA,70700.0
121,2020-09-28,4599,COMPRA,177579.0
103,2021-02-22,8633,AVANCE,200000.0
103,2021-02-22,8633,COMPRA,68600.0
115,2021-01-01,8633,AVANCE,200000.0
115,2021-01-01,8633,COMPRA,68600.0
128,2021-02-04,7350,COMPRA,36978.0
119,2020-09-29,6280,COMPRA,86729.0
121,2020-12-10,7501,COMPRA,35380.0
126,2020-12-04,6726,COMPRA,140000.0
126,2020-12-04,6726,AVANCE,300000.0
117,2020-10-22,6726,COMPRA,140000.0
117,2020-10-22,6726,AVANCE,300000.0
130,2020-12-04,6405,COMPRA,32040.0
128,2020-09-29,4361,AVANCE,200000.0
128,2020-09-29,4361,COMPRA,226120.0
138,2020-11-27,4361,AVANCE,200000.0
138,2020-11-27,4361,COMPRA,226120.0
110,2020-11-20,5628,AVANCE,400000.0
118,2020-12-30,3133,COMPRA,736451.0
118,2020-12-30,3133,COMPRA,144281.0
119,2021-02-24,3133,COMPRA,736451.0
119,2021-02-24,3133,COMPRA,144281.0
123,2020-12-11,7925,COMPRA,74800.0
123,2020-12-11,7925,COMPRA,280010.0
135,2020-12-20,7925,COMPRA,74800.0
135,2020-12-20,7925,COMPRA,280010.0
103,2021-02-19,6550,AVANCE,600000.0
127,2021-02-24,7681,COMPRA,44900.0
127,2021-02-24,7681,COMPRA,289105.0
125,2020-11-30,7681,COMPRA,44900.0
125,2020-11-30,7681,COMPRA,289105.0
126,2021-02-24,4582,COMPRA,98100.0
126,2021-02-24,4582,AVANCE,800000.0
132,2020-11-23,4582,COMPRA,98100.0
132,2020-11-23,4582,AVANCE,800000.0
108,2020-10-12,9580,COMPRA,160965.0
125,2020-11-24,7813,COMPRA,27900.0
125,2020-09-20,6875,COMPRA,36500.0
119,2020-12-09,5590,COMPRA,32900.0
113,2020-09-18,5396,COMPRA,45039.0
116,2020-11-05,9230,COMPRA,24900.0
124,2021-01-14,3448,COMPRA,147977.0
138,2020-12-11,9352,COMPRA,72485.0
152,2020-09-30,4336,AVANCE,100000.0
152,2020-09-30,4336,COMPRA,53550.0
152,2020-09-30,4336,SEGURO,248163.0
123,2021-02-17,4336,AVANCE,100000.0
123,2021-02-17,4336,COMPRA,53550.0
123,2021-02-17,4336,SEGURO,248163.0
135,2021-02-27,4336,AVANCE,100000.0
135,2021-02-27,4336,COMPRA,53550.0
135,2021-02-27,4336,SEGURO,248163.0
133,2021-02-10,3185,COMPRA,115641.0
133,2021-02-10,3185,COMPRA,1949715.0
131,2021-03-02,3185,COMPRA,115641.0
131,2021-03-02,3185,COMPRA,1949715.0
122,2020-11-21,2932,COMPRA,72150.0
115,2020-10-28,2933,COMPRA,13990.0
121,2020-12-11,8334,COMPRA,33880.0
126,2020-10-08,7121,AVANCE,800000.0
138,2020-10-01,5192,COMPRA,92910.0
138,2020-10-01,5192,COMPRA,309380.0
133,2020-12-18,5192,COMPRA,92910.0
133,2020-12-18,5192,COMPRA,309380.0
123,2020-12-09,9647,COMPRA,31210.0
137,2020-12-17,6695,COMPRA,8900.0
113,2020-11-29,3987,COMPRA,1779900.0
113,2021-01-05,5696,COMPRA,10308.52
113,2021-01-05,5696,COMPRA,3000000.0
120,2021-02-23,5696,COMPRA,10308.52
120,2021-02-23,5696,COMPRA,3000000.0
127,2020-11-14,9002,COMPRA,39990.0
135,2021-02-17,9850,COMPRA,155799.0
135,2021-02-17,9850,COMPRA,190675.0
105,2020-11-25,9850,COMPRA,155799.0
105,2020-11-25,9850,COMPRA,190675.0
121,2020-10-02,4714,AVANCE,550000.0
130,2021-02-05,3441,COMPRA,117900.0
116,2020-12-20,5848,COMPRA,2800.0
116,2020-12-20,5848,AVANCE,800000.0
132,2020-12-10,5848,COMPRA,2800.0
132,2020-12-10,5848,AVANCE,800000.0
144,2021-02-17,5932,COMPRA,82571.0
105,2020-11-03,3438,COMPRA,288576.0
131,2020-11-07,8236,COMPRA,26900.0
131,2020-11-07,8236,COMPRA,287888.0
145,2020-12-23,8236,COMPRA,26900.0
145,2020-12-23,8236,COMPRA,287888.0
115,2021-01-26,3951,COMPRA,2800.0
143,2020-09-10,6825,AVANCE,200000.0
